#Abundances for EL3
e-  0.000
Al  12.299
C   12.344
Ca  11.940
Cl  9.336
Co  10.969
Cr  11.273
F   10.716
Fe  13.437
H   12.000
K   11.131
Mg  13.486
Mn  11.034
N   10.889
Na  12.151
Ni  12.217
O   14.039
P   10.837
S   12.711
Si  13.560
Ti  10.741
Zn  9.154
