#Abundances for Bath (H4)
e-  0.000
Al  12.014
C   11.110
Ca  11.593
Cl  9.550
Co  10.388
Cr  11.200
F   9.481
Fe  12.925
H   12.000
K   10.536
Mg  13.031
Mn  10.909
N   8.941
Na  11.718
Ni  11.668
O   13.587
P   10.565
S   12.097
Si  13.047
Ti  10.394
Zn  9.112
