#Abundances for R3
e-  0.000
Al  11.342
C   10.447
Ca  11.202
Cl  9.365
Co  8.381
Cr  10.615
F   9.124
Fe  12.405
H   12.000
K   10.045
Mg  12.473
Mn  10.375
N   9.392
Na  11.236
Ni  11.049
O   13.158
P   10.171
S   11.866
Si  12.577
Ti  9.922
Zn  9.147
