#Abundances for Krymka(LL3)
e-  0.000
Al  11.239
C   11.129
Ca  11.127
Cl  9.656
Co  9.532
Cr  10.471
F   9.124
Fe  12.132
H   12.000
K   9.885
Mg  12.391
Mn  10.271
N   8.571
Na  11.021
Ni  10.822
O   12.997
P   9.794
S   11.436
Si  12.429
Ti  9.847
Zn  8.451
